,name,도로명주소,브랜드,latlon
251,종로관철점,서울 종로구 종로12길 21,스타벅스,"(37.569083558387, 126.986000507196)"
252,동대문두타점,서울 중구 장충단로 275,스타벅스,"(37.5688849422849, 127.008775114213)"
253,강북삼성병원1층점,서울 종로구 새문안로 29,스타벅스,"(37.5688677261045, 126.967812703696)"
254,강북삼성병원점,서울 종로구 새문안로 29,스타벅스,"(37.5688677261045, 126.967812703696)"
255,세종대로점,서울 중구 세종대로 135-5,스타벅스,"(37.5685952282764, 126.976433052559)"
256,정동점,서울 종로구 새문안로 42,스타벅스,"(37.5685772978957, 126.970068090336)"
257,답십리역점,서울 동대문구 천호대로 263,스타벅스,"(37.5685046121538, 127.051120497766)"
258,마곡나루,서울 강서구 마곡중앙로 161-17,스타벅스,"(37.5680581740122, 126.825960812712)"
259,동대문디자인플라자점,서울 중구 을지로 281,스타벅스,"(37.5680445876689, 127.010890355484)"
260,무교동점,서울 중구 무교로 21,스타벅스,"(37.5678548680217, 126.978742292002)"
261,청계크리스탈스퀘어점,서울 중구 청계천로 106,스타벅스,"(37.5676441105952, 126.989279377343)"
262,한국프레스센터점,서울 중구 세종대로 124,스타벅스,"(37.5674198878673, 126.977873671097)"
263,무교로점,서울 중구 무교로 15,스타벅스,"(37.5672818668855, 126.978921749794)"
264,마곡웰튼,서울 강서구 마곡중앙5로 22,스타벅스,"(37.5672498211268, 126.825303015866)"
265,을지로국제빌딩점,서울 중구 남대문로 109,스타벅스,"(37.5669858059331, 126.982247152887)"
266,을지로삼화타워점,서울 중구 을지로5길 16,스타벅스,"(37.5669500459178, 126.984906351855)"
267,양천향교역,서울 강서구 강서로 463,스타벅스,"(37.5669463591713, 126.840446253714)"
268,마곡나루공원,서울 강서구 마곡중앙5로 47,스타벅스,"(37.566907942873, 126.82225751683)"
269,연희동점,서울 서대문구 연희로 97,스타벅스,"(37.5668038837366, 126.930516521058)"
270,서대문역,서울 종로구 통일로 134,스타벅스,"(37.5667996863316, 126.966255525958)"
271,황학사거리점,서울 성동구 왕십리로 410,스타벅스,"(37.5666029325047, 127.024082467223)"
272,국립중앙의료원점,서울 중구 을지로 251,스타벅스,"(37.5665548575457, 127.006251379421)"
273,을지로내외빌딩R점,서울 중구 을지로 51,스타벅스,"(37.5664928978912, 126.983681840765)"
274,을지로2가점,서울 중구 삼일대로 358,스타벅스,"(37.5664890113878, 126.988103724531)"
275,연대동문점,서울 서대문구 성산로 565,스타벅스,"(37.5664179509332, 126.946341059136)"
276,시청점,서울 중구 을지로 19,스타벅스,"(37.5663064488484, 126.979957145213)"
277,을지로4가역점,서울 중구 을지로 170,스타벅스,"(37.5661391831606, 126.99732748195)"
278,연세백양로점,서울 서대문구 연세로 50,스타벅스,"(37.5660508394158, 126.943916239886)"
279,신당역사거리점,서울 중구 다산로 258,스타벅스,"(37.5657948536437, 127.016623843671)"
280,을지로한국빌딩점,서울 중구 을지로 50,스타벅스,"(37.5656387039276, 126.983325822024)"
281,포포인츠명동점,서울 중구 삼일대로10길 36,스타벅스,"(37.5655777794838, 126.989423083534)"
282,신당역점,서울 중구 퇴계로 385,스타벅스,"(37.5654033985295, 127.014352404697)"
283,동대문공원점,서울 중구 장충단로 229,스타벅스,"(37.5652135783939, 127.007239173349)"
284,명동메트로점,서울 중구 명동9가길 14,스타벅스,"(37.5651356441528, 126.983730468109)"
285,상왕십리역점,서울 성동구 왕십리로 382,스타벅스,"(37.5651102845783, 127.028019796271)"
286,중곡역,서울 광진구 능동로 400,스타벅스,"(37.5650580830652, 127.08445683899)"
287,환구단점,서울 중구 소공로 112,스타벅스,"(37.5647590420043, 126.97922670848)"
288,이대ECC점,서울 서대문구 이화여대길 52,스타벅스,"(37.5644645178259, 126.950288837762)"
289,중구저동점,서울 중구 수표로 34,스타벅스,"(37.564378723742, 126.990358289779)"
290,명동중앙로점,서울 중구 명동길 60,스타벅스,"(37.5637739596312, 126.985753284029)"
291,소공로점,서울 중구 남대문로7길 19,스타벅스,"(37.5637733439194, 126.980774234134)"
292,경기대점,서울 서대문구 충정로 53,스타벅스,"(37.5637512316327, 126.964632683146)"
293,연세종합관점,서울 서대문구 연세로 50-1,스타벅스,"(37.563674036531, 126.941917689273)"
294,명동입구점,서울 중구 남대문로 68-1,스타벅스,"(37.5632323502622, 126.982275208021)"
295,서소문로점,서울 중구 서소문로 120,스타벅스,"(37.5628683143675, 126.974678797888)"
296,왕십리역,서울 성동구 왕십리로 326,스타벅스,"(37.5627268703824, 127.033894304026)"
297,태평로점,서울 중구 세종대로 72,스타벅스,"(37.562496007961, 126.976799879203)"
298,장한평역점,서울 동대문구 장한로 10,스타벅스,"(37.5623569528356, 127.065498788097)"
299,명동길점,서울 중구 명동10길 41,스타벅스,"(37.5620569449565, 126.985872679878)"
300,숭례문북창점,서울 중구 세종대로12길 12,스타벅스,"(37.5616267501713, 126.976921027876)"
301,가양역점,서울 강서구 양천로 476,스타벅스,"(37.5616001805127, 126.853271958466)"
302,엔터식스,서울 성동구 왕십리광장로 17,스타벅스,"(37.5614417528647, 127.038394194396)"
303,동국대점,서울 중구 서애로1길 11,스타벅스,"(37.5613425706769, 126.998598124335)"
304,대한극장점,서울 중구 퇴계로 212,스타벅스,"(37.5610754317367, 126.995343584628)"
305,명동역점,서울 중구 퇴계로 101,스타벅스,"(37.5608624903244, 126.983104484742)"
306,명동남산점,서울 중구 퇴계로 132,스타벅스,"(37.5607497585934, 126.986468487108)"
307,대한상공회의소R점,서울 중구 세종대로 39,스타벅스,"(37.5607136539523, 126.973775321516)"
308,마곡사이언스타워R,서울 강서구 마곡동로 62,스타벅스,"(37.5605537644679, 126.833890184435)"
309,왕십리역9번출구점,서울 성동구 고산자로 234,스타벅스,"(37.5605265052689, 127.03526540093)"
310,마곡GMG,서울 강서구 마곡중앙6로 16,스타벅스,"(37.5604015515818, 126.829006208171)"
311,별다방점,서울 중구 퇴계로 100,스타벅스,"(37.5602069895052, 126.982926486564)"
312,발산역점,서울 강서구 강서로 388,스타벅스,"(37.5601872593484, 126.839308151992)"
313,가양역사거리점,서울 강서구 화곡로 416,스타벅스,"(37.5600240146894, 126.855419700734)"
314,강서NC,서울 강서구 강서로56길 17,스타벅스,"(37.559933531546, 126.840498784915)"
315,충정타워점,서울 서대문구 서소문로 21,스타벅스,"(37.5598942603947, 126.964085809305)"
316,레스케이프호텔R점,서울 중구 퇴계로 67,스타벅스,"(37.5597323437561, 126.979523390315)"
317,동대입구역점,서울 중구 장충단로 166,스타벅스,"(37.5596497157976, 127.006153920631)"
318,마곡역,서울 강서구 공항대로 168,스타벅스,"(37.5592736391913, 126.826136981493)"
319,회현역점,서울 중구 퇴계로 72,스타벅스,"(37.5591253443035, 126.980603849217)"
320,연대점,서울 서대문구 연세로 35,스타벅스,"(37.5587271419036, 126.936712158471)"
321,아현역점,서울 서대문구 신촌로35길 10,스타벅스,"(37.558621696785, 126.955860405605)"
322,남산단암점,서울 중구 소월로 10,스타벅스,"(37.5585411616418, 126.975411166003)"
323,이대R점,서울 서대문구 이화여대길 34,스타벅스,"(37.558453141276, 126.945944197486)"
324,발산역사거리점,서울 강서구 공항대로 248,스타벅스,"(37.5584038640061, 126.834893863585)"
325,홍대동교점,서울 마포구 양화로 192,스타벅스,"(37.5583280533329, 126.926246501876)"
326,등촌,서울 강서구 공항대로 329,스타벅스,"(37.5582609804535, 126.844322656779)"
327,신촌명물거리점,서울 서대문구 명물길 24,스타벅스,"(37.5578023030191, 126.938137498354)"
328,군자사거리점,서울 광진구 천호대로 549,스타벅스,"(37.5576984952347, 127.079226104632)"
329,홍대공항철도역점,서울 마포구 양화로 178,스타벅스,"(37.5575046128363, 126.925213220295)"
330,강일역점,서울 강동구 고덕로 429,스타벅스,"(37.5574860634693, 127.173495116432)"
331,홍대역점,서울 마포구 양화로 165,스타벅스,"(37.5572083355752, 126.923619092959)"
332,한양대점,서울 성동구 왕십리로 225,스타벅스,"(37.5571687656274, 127.042120017866)"
333,연세세브란스점,서울 중구 통일로 10,스타벅스,"(37.5570966597, 126.973633761228)"
334,이대역점,서울 서대문구 신촌로 183,스타벅스,"(37.5570713640316, 126.94632173155)"
335,아현역대로점,서울 마포구 신촌로 262,스타벅스,"(37.5570560030972, 126.954825997093)"
336,동교점,서울 마포구 월드컵북로 22,스타벅스,"(37.5568956506034, 126.920022354506)"
337,군자역점,서울 광진구 천호대로 548,스타벅스,"(37.5568272074713, 127.07899226716)"
338,홍대역8번출구점,서울 마포구 양화로 166,스타벅스,"(37.556743503599, 126.924166543608)"
339,신촌아트레온점,서울 서대문구 신촌로 129,스타벅스,"(37.5565639285478, 126.940328119434)"
340,대우재단빌딩점,서울 중구 퇴계로 18,스타벅스,"(37.5565609866076, 126.975156720132)"
341,신촌점,서울 서대문구 연세로 10-1,스타벅스,"(37.5564898249423, 126.937122838477)"
342,신촌역점,서울 서대문구 신촌로 73,스타벅스,"(37.5563071297207, 126.934520427944)"
343,현대신촌점,서울 서대문구 신촌로 83,스타벅스,"(37.5560830579515, 126.935844876509)"
344,망원역점,서울 마포구 월드컵로 74,스타벅스,"(37.555782204515, 126.910728577563)"
345,약수역점,서울 중구 다산로 129,스타벅스,"(37.5554333519362, 127.010728945578)"
346,신촌오거리점,서울 마포구 신촌로16길 10,스타벅스,"(37.5551769148524, 126.934676463778)"
347,강동암사DT점,서울 강동구 고덕로 43,스타벅스,"(37.5551043012407, 127.130014966918)"
348,신금호역점,서울 성동구 금호로 158-1,스타벅스,"(37.5549927803262, 127.02022735147)"
349,서울역서부점,서울 용산구 만리재로 202,스타벅스,"(37.5549425482855, 126.968462872248)"
350,강서구청사거리점,서울 강서구 화곡로 350,스타벅스,"(37.55480957734, 126.852209910209)"
351,홍대입구역사거리R점,서울 마포구 양화로 125,스타벅스,"(37.5547493986687, 126.920309389675)"
352,서울역사점,서울 중구 한강대로 405,스타벅스,"(37.5547278494914, 126.969526329341)"
353,내발산점,서울 강서구 강서로 323,스타벅스,"(37.5546704615225, 126.836553620481)"
354,명일이마트점,서울 강동구 동남로75길 5,스타벅스,"(37.5540060457867, 127.156001893834)"
355,서교동사거리점,서울 마포구 양화로 105,스타벅스,"(37.5534135689843, 126.91857704379)"
356,명일역점,서울 강동구 양재대로 1647,스타벅스,"(37.5525605905813, 127.143782864746)"
357,서강대점,서울 마포구 백범로 23,스타벅스,"(37.5524342152167, 126.937558550565)"
358,애오개역점,서울 마포구 마포대로 201,스타벅스,"(37.552196546223, 126.955495945044)"
359,어린이대공원역,서울 광진구 능동로 243,스타벅스,"(37.5519395891703, 127.076354480595)"
360,서울역동자동점,서울 용산구 한강대로 372,스타벅스,"(37.5516794257654, 126.972905059299)"
361,합정폴리스R점,서울 마포구 양화로 45,스타벅스,"(37.5515008030203, 126.91395024016)"
362,서강대프라자점,서울 마포구 백범로 35,스타벅스,"(37.5514693075541, 126.943024997981)"
363,서울타워점,서울 용산구 남산공원길 105,스타벅스,"(37.5511225714939, 126.987867837993)"
364,포포인츠서울역점,서울 용산구 한강대로 366,스타벅스,"(37.5510861198751, 126.972911385084)"
365,합정푸르지오점,서울 마포구 월드컵로3길 14,스타벅스,"(37.5510079695241, 126.91164899787)"
366,마포경찰서후문점,서울 마포구 마포대로 173-14,스타벅스,"(37.55099812968, 126.953625787034)"
367,상일동점,서울 강동구 상일로10길 36,스타벅스,"(37.5507989598659, 127.174104292142)"
368,등촌대로점,서울 강서구 공항대로 543,스타벅스,"(37.5507388549618, 126.866412265444)"
369,아차산역,서울 광진구 천호대로 676,스타벅스,"(37.5505911469287, 127.08993019403)"
370,홍대삼거리점,서울 마포구 와우산로 64,스타벅스,"(37.5502199719304, 126.923271338076)"
371,합정점,서울 마포구 월드컵로1길 14,스타벅스,"(37.5500497954747, 126.912061257921)"
372,우장산역,서울 강서구 강서로 267,스타벅스,"(37.5496000614643, 126.835941270275)"
373,서강광흥창역점,서울 마포구 서강로 69,스타벅스,"(37.5494286610068, 126.931692020954)"
374,등촌역점,서울 양천구 공항대로 566,스타벅스,"(37.5489605239168, 126.868067060108)"
375,서강대흥역점,서울 마포구 백범로 89,스타벅스,"(37.5482463438766, 126.941545475669)"
376,상수역점,서울 마포구 독막로 88,스타벅스,"(37.5475156867782, 126.923227600752)"
377,광나루점,서울 광진구 아차산로 607,스타벅스,"(37.547378597376, 127.106047380217)"
378,염창역점,서울 강서구 공항대로 627,스타벅스,"(37.5472872158845, 126.874538741651)"
379,성수낙낙,서울 성동구 광나루로8길 31,스타벅스,"(37.5471881065539, 127.066325845916)"
380,뚝섬역,서울 성동구 아차산로 42,스타벅스,"(37.5464347311743, 127.049100119424)"
381,공덕점,서울 마포구 마포대로 130,스타벅스,"(37.5459729185296, 126.952989325371)"
382,굽은다리역점,서울 강동구 양재대로 1568,스타벅스,"(37.545422301431, 127.143225315777)"
383,구의DT,서울 광진구 광나루로 519,스타벅스,"(37.5453065761171, 127.087213258945)"
384,숙대점,서울 용산구 청파로47길 57,스타벅스,"(37.5446357546297, 126.96713467761)"
385,성수점,서울 성동구 아차산로 104,스타벅스,"(37.544442510333, 127.055458106675)"
386,숙대입구역점,서울 용산구 한강대로 291,스타벅스,"(37.5442306440059, 126.971941739174)"
387,마포염리점,서울 마포구 독막로 311,스타벅스,"(37.5439965080669, 126.947481225372)"
388,숙명여대정문점,서울 용산구 청파로47길 99,스타벅스,"(37.5438324857962, 126.965458400837)"
389,성수역점,서울 성동구 성수이로 94,스타벅스,"(37.5432313943084, 127.056957190581)"
390,옥수점,서울 성동구 독서당로 202,스타벅스,"(37.5429958801414, 127.013351442954)"
391,광장점,서울 광진구 아차산로 537-17,스타벅스,"(37.5429620594914, 127.099658987674)"
392,남영동,서울 용산구 한강대로 275,스타벅스,"(37.5428705694081, 126.972255573258)"
393,공덕오거리점,서울 마포구 마포대로 86,스타벅스,"(37.542645085031, 126.950579877064)"
394,마포이마트점,서울 마포구 백범로 212,스타벅스,"(37.5424315097987, 126.953365521963)"
395,화곡역8번출구점,서울 강서구 강서로 179,스타벅스,"(37.5423627575293, 126.839322200876)"
396,서울숲역,서울 성동구 왕십리로 50,스타벅스,"(37.5418866227463, 127.04491059446)"
397,건국대점,서울 광진구 능동로 117,스타벅스,"(37.5415995620032, 127.071136774445)"
398,마포아크로점,서울 마포구 마포대로 68,스타벅스,"(37.5413421541668, 126.948897374412)"
399,마포용강동점,서울 마포구 토정로 295,스타벅스,"(37.5412036547825, 126.94221857005)"
400,올림픽대교북단점,서울 광진구 광나루로 608,스타벅스,"(37.5411561167848, 127.095267655296)"
401,건대입구점,서울 광진구 능동로 107,스타벅스,"(37.5406991632015, 127.070736495822)"
402,화곡동점,서울 강서구 화곡로 142,스타벅스,"(37.5405665780291, 126.837581836675)"
403,마포일진빌딩점,서울 마포구 마포대로 45,스타벅스,"(37.5404734621902, 126.946373235502)"
404,천호사거리,서울 강동구 올림픽로 651,스타벅스,"(37.5397559555383, 127.123313958545)"
405,효창공원앞역점,서울 용산구 백범로 313,스타벅스,"(37.5393023092398, 126.962948470932)"
406,천호이마트점,서울 강동구 천호대로 1015-14,스타벅스,"(37.5389750380622, 127.125217751927)"
407,길동역점,서울 강동구 양재대로 1487,스타벅스,"(37.538712390825, 127.140063006884)"
408,경리단길점,서울 용산구 회나무로 3,스타벅스,"(37.5385862896552, 126.987405284242)"
409,자양이마트,서울 광진구 아차산로 272,스타벅스,"(37.5385582736952, 127.072996184863)"
410,건국클래식점,서울 광진구 능동로 90,스타벅스,"(37.5383625791299, 127.070921773952)"
411,선유도역1번출구점,서울 영등포구 양평로 128,스타벅스,"(37.5382902301472, 126.893664746293)"
412,신월동DT,서울 양천구 남부순환로 319,스타벅스,"(37.5382766609786, 126.827091375369)"
413,천호역점,서울 강동구 천호대로 1012,스타벅스,"(37.5380977789536, 127.124151797401)"
414,용산리첸시아점,서울 용산구 백범로 341,스타벅스,"(37.5379386735674, 126.967973433167)"
415,천호로데오점,서울 강동구 천호대로 1037,스타벅스,"(37.5378379676663, 127.12733248525)"
416,자양사거리점,서울 광진구 아차산로 355,스타벅스,"(37.5373676062503, 127.082565478795)"
417,선유도역점,서울 영등포구 양평로 115,스타벅스,"(37.5373094341396, 126.894605589361)"
418,한강진역R점,서울 용산구 이태원로 252,스타벅스,"(37.5371098560042, 127.001121839019)"
419,구의역,서울 광진구 아차산로 373,스타벅스,"(37.5370119376395, 127.084032696421)"
420,목동5단지점,서울 양천구 목동동로 411,스타벅스,"(37.5367262201569, 126.882213637856)"
421,강동역점,서울 강동구 천호대로 1089,스타벅스,"(37.5366048791746, 127.133115595362)"
422,목동점,서울 양천구 목동서로 67,스타벅스,"(37.5363966169946, 126.878549519127)"
423,목동파리공원점,서울 양천구 목동동로 377,스타벅스,"(37.5353386148924, 126.878853892182)"
424,당산점,서울 영등포구 양평로 64,스타벅스,"(37.5351397125293, 126.899965832636)"
425,화곡DT점,서울 강서구 등촌로 57,스타벅스,"(37.5350125900994, 126.863143013828)"
426,한남동R,서울 용산구 독서당로 94,스타벅스,"(37.5348016217165, 127.01093982785)"
427,천호대로길동점,서울 강동구 천호대로 1131,스타벅스,"(37.534798519761, 127.13723890201)"
428,이태원역점,서울 용산구 이태원로 188,스타벅스,"(37.5343119597361, 126.994803414914)"
429,당산역사거리점,서울 영등포구 양평로 47,스타벅스,"(37.5338722303791, 126.90098183202)"
430,선유동이레빌딩점,서울 영등포구 선유동2로 57,스타벅스,"(37.5338259242698, 126.896882129276)"
431,순천향입구점,서울 용산구 대사관로 67,스타벅스,"(37.5334229215252, 127.005644897495)"
432,당산대로점,서울 영등포구 양평로 22,스타벅스,"(37.5331572915693, 126.903933458671)"
433,용산전자랜드점,서울 용산구 청파로 74,스타벅스,"(37.5327888550584, 126.959558538475)"
434,뚝섬유원지역점,서울 광진구 능동로 18,스타벅스,"(37.532684640479, 127.067878503557)"
435,까치산역점,서울 강서구 강서로13길 3,스타벅스,"(37.5322957492562, 126.846047920456)"
436,국회대로점,서울 영등포구 국회대로 786,스타벅스,"(37.5302888565757, 126.919600041211)"
437,여의도의사당점,서울 영등포구 국회대로74길 12,스타벅스,"(37.5300896400594, 126.92106161992)"
438,목동파라곤점,서울 양천구 목동서로 155,스타벅스,"(37.5299956155624, 126.875071951863)"
439,용산아이파크몰점,서울 용산구 한강대로23길 55,스타벅스,"(37.5297718014452, 126.964741503485)"
440,신월IC DT점,서울 양천구 남부순환로 430,스타벅스,"(37.5294934216077, 126.832134462573)"
441,여의도공원R점,서울 영등포구 여의공원로 101,스타벅스,"(37.5292719570904, 126.924892738645)"
442,강동구청DT점,서울 강동구 성내로 32,스타벅스,"(37.5291904009702, 127.123806229957)"
443,목동행복한점,서울 양천구 목동동로 309,스타벅스,"(37.5291435349019, 126.876008647904)"
444,동빙고점,서울 용산구 장문로 12,스타벅스,"(37.5289762402615, 126.991804054242)"
445,신용산역점,서울 용산구 한강대로 95,스타벅스,"(37.5288173852679, 126.966653789116)"
446,신압구정점,서울 강남구 언주로174길 29,스타벅스,"(37.5281188263201, 127.036437572652)"
447,목동7단지점,서울 양천구 목동서로 213,스타벅스,"(37.5280169945095, 126.870615708032)"
448,여의도일신점,서울 영등포구 은행로 11,스타벅스,"(37.5279108261109, 126.920238846351)"
449,국회의사당역,서울 영등포구 의사당대로 8,스타벅스,"(37.5278708587376, 126.916895169744)"
450,영등포구청역점,서울 영등포구 국회대로 558,스타벅스,"(37.5277473772256, 126.896124031689)"
451,압구정R점,서울 강남구 언주로 861,스타벅스,"(37.5273990937168, 127.033113547922)"
452,현대목동점,서울 양천구 목동동로 257,스타벅스,"(37.5273217750941, 126.874619136454)"
453,용산역써밋R점,서울 용산구 한강대로 69,스타벅스,"(37.5270404595814, 126.964892234354)"
454,용산해링턴스퀘어점,서울 용산구 서빙고로 17,스타벅스,"(37.5269056148241, 126.966566172294)"
455,압구정로점,서울 강남구 압구정로42길 32,스타벅스,"(37.526839647124, 127.034732418925)"
456,영등포KT점,서울 영등포구 영중로 119,스타벅스,"(37.5267660967496, 126.905231110596)"
457,압구정역점,서울 강남구 압구정로 170,스타벅스,"(37.5267583374608, 127.02810647031)"
458,목동역점,서울 양천구 목동로 203,스타벅스,"(37.5267062206829, 126.86380676331)"
459,압구정로데오역점,서울 강남구 선릉로 836,스타벅스,"(37.5265428105713, 127.040533570867)"
460,여의도KBS R점,서울 영등포구 의사당대로 26,스타벅스,"(37.526537141271, 126.918106683928)"
461,압구정,서울 강남구 압구정로30길 17,스타벅스,"(37.5263301884169, 127.029553686621)"
462,목동트라팰리스점,서울 양천구 오목로 299,스타벅스,"(37.5260837006075, 126.87035534357)"
463,목동오목로점,서울 양천구 오목로 279,스타벅스,"(37.5259285397106, 126.868392603335)"
464,청담스타R점,서울 강남구 도산대로57길 24,스타벅스,"(37.5252578873567, 127.041837238386)"
465,더현대서울(B2)R점,서울 영등포구 여의대로 108,스타벅스,"(37.5251913154781, 126.929112756574)"
466,여의도IFC몰(L1)R점,서울 영등포구 국제금융로 10,스타벅스,"(37.5251775245928, 126.924876706923)"
467,용산파크타워점,서울 용산구 서빙고로 67,스타벅스,"(37.5248628078572, 126.970412727842)"
468,여의도신한투자증권점,서울 영등포구 여의대로 70,스타벅스,"(37.5248391165921, 126.924184821656)"
469,청담점,서울 강남구 도산대로 532,스타벅스,"(37.5243444672802, 127.051591952726)"
470,올림픽공원북2문점,서울 강동구 강동대로 199,스타벅스,"(37.5242231780274, 127.128696494524)"
471,여의도점,서울 영등포구 국제금융로2길 28,스타벅스,"(37.5240806711634, 126.924494536092)"
472,오목교역점,서울 양천구 오목로 354,스타벅스,"(37.5239812598499, 126.876796062529)"
473,압구정미소점,서울 강남구 논현로 841,스타벅스,"(37.5239684663137, 127.027758806248)"
474,청담사거리점,서울 강남구 도산대로 458,스타벅스,"(37.5237679012526, 127.04687173454)"
475,영등포시장역점,서울 영등포구 영중로 79,스타벅스,"(37.5234746572587, 126.904908229697)"
476,여의도역R점,서울 영등포구 의사당대로 83,스타벅스,"(37.5233667660094, 126.923451000009)"
477,가로수길점,서울 강남구 논현로175길 94,스타벅스,"(37.5231968654091, 127.021643116378)"
478,둔촌동점,서울 강동구 양재대로 1303,스타벅스,"(37.5227713188467, 127.133949850418)"
479,여의도한양증권점,서울 영등포구 국제금융로6길 7,스타벅스,"(37.5224047824056, 126.929107361256)"
480,학동사거리점,서울 강남구 도산대로 328,스타벅스,"(37.5224022062676, 127.037967162209)"
481,청담영동대로점,서울 강남구 영동대로 720,스타벅스,"(37.5221876728793, 127.056460869043)"
482,신정DT점,서울 양천구 신월로 341,스타벅스,"(37.522014544701, 126.858836193806)"
483,신사가로수점,서울 강남구 가로수길 59,스타벅스,"(37.5218897968686, 127.022521249316)"
484,여의도화재보험점,서울 영등포구 국제금융로6길 38,스타벅스,"(37.5213851009398, 126.925995325384)"
485,동부이촌동점,서울 용산구 이촌로 198,스타벅스,"(37.5210778010368, 126.969064344569)"
486,목동8단지점,서울 양천구 목동서로 299,스타벅스,"(37.5205726607303, 126.868830851142)"
487,영등포시장교차로점,서울 영등포구 영중로 45,스타벅스,"(37.5204605301046, 126.904457084497)"
488,여의도호성점,서울 영등포구 여의대방로65길 24,스타벅스,"(37.5204421498979, 126.929293717613)"
489,롯데캐슬여의도점,서울 영등포구 의사당대로 127,스타벅스,"(37.5202405439146, 126.926406742546)"
490,문래동점,서울 영등포구 선유로 64,스타벅스,"(37.5196290903877, 126.889679122256)"
491,여의도ABL타워점,서울 영등포구 의사당대로 147,스타벅스,"(37.5188219877864, 126.927839304626)"
492,서울웨이브아트센터점,서울 서초구 잠원로 145-35,스타벅스,"(37.5188152641697, 127.006960716786)"
493,영등포본동점,서울 영등포구 영등포로 254,스타벅스,"(37.5186835646791, 126.909598177499)"
494,이촌점,서울 용산구 이촌로 276,스타벅스,"(37.5186438963508, 126.977284598132)"
495,강남구청정문점,서울 강남구 학동로 419,스타벅스,"(37.5183061036652, 127.045976501779)"
496,샛강역점,서울 영등포구 여의대방로 376,스타벅스,"(37.5181886056247, 126.931354574177)"
497,잠실푸르지오월드점,서울 송파구 올림픽로35가길 9,스타벅스,"(37.5174846188512, 127.103444795508)"
498,문래역점,서울 영등포구 당산로 34,스타벅스,"(37.5174631210953, 126.896493699106)"
499,도산가로수길점,서울 강남구 도산대로 134,스타벅스,"(37.5173531693456, 127.023380583993)"
500,타임스퀘어R점,서울 영등포구 영중로 15,스타벅스,"(37.5172332566615, 126.903715993779)"
501,신세계타임스퀘어B2점,서울 영등포구 영중로 9,스타벅스,"(37.5171899712591, 126.905567071705)"
502,영등포역점,서울 영등포구 경인로 870,스타벅스,"(37.5169829500086, 126.90928305399)"
503,몽촌토성역점,서울 송파구 위례성대로 6,스타벅스,"(37.5168418632122, 127.113151435777)"
504,강남구청역점,서울 강남구 선릉로 669,스타벅스,"(37.5166119773031, 127.041258693516)"
505,신사역점,서울 강남구 도산대로 108,스타벅스,"(37.5161918332017, 127.020655869811)"
506,잠실대교남단R점,서울 송파구 송파대로 570,스타벅스,"(37.5157873297768, 127.099112358834)"
507,올림픽평화의문점,서울 송파구 위례성대로 38,스타벅스,"(37.5156925346572, 127.116497173629)"
508,목동10단지점,서울 양천구 목동서로 401,스타벅스,"(37.5154102156469, 126.859608639376)"
509,올림픽아파트점,서울 송파구 양재대로 1220,스타벅스,"(37.5153388210257, 127.133266146111)"
510,잠실역점,서울 송파구 송파대로 562,스타벅스,"(37.5153235254771, 127.099502662936)"
511,코엑스사거리점,서울 강남구 영동대로 616,스타벅스,"(37.5152493607324, 127.060205437758)"
512,봉은사역점,서울 강남구 봉은사로 619,스타벅스,"(37.5150273653092, 127.063116769411)"
513,강남대로신사점,서울 서초구 강남대로 595,스타벅스,"(37.5148563751516, 127.019539877754)"
514,하이테크시티점,서울 영등포구 경인로 775,스타벅스,"(37.5147464245043, 126.897536835727)"
515,잠실시그마타워점,서울 송파구 올림픽로 289,스타벅스,"(37.5146152773177, 127.102522142353)"
516,학동역점,서울 강남구 논현로 704,스타벅스,"(37.5146068395402, 127.030764674069)"
517,송파KT점,서울 송파구 잠실로 209,스타벅스,"(37.5138710747422, 127.106364392884)"
518,노량진역점,서울 동작구 노량진로 134,스타벅스,"(37.5133653695495, 126.940880232779)"
519,올림픽공원남문점,서울 송파구 위례성대로 102,스타벅스,"(37.5133172416737, 127.123136863574)"
520,노량진동점,서울 동작구 노량진로 190,스타벅스,"(37.5129574445121, 126.946862445323)"
521,코엑스몰점,서울 강남구 영동대로 513,스타벅스,"(37.5118239121138, 127.059159043842)"
522,논현역점,서울 서초구 강남대로 557,스타벅스,"(37.5115409433608, 127.020640675895)"
523,잠실새내역점,서울 송파구 올림픽로 96,스타벅스,"(37.5114638312604, 127.081212794079)"
524,송파나루역DT점,서울 송파구 오금로 142,스타벅스,"(37.5108292192908, 127.110268903268)"
525,선정릉역,서울 강남구 봉은사로 407,스타벅스,"(37.5107810974307, 127.044572539842)"
526,삼성동점,서울 강남구 영동대로96길 12,스타벅스,"(37.5107387873332, 127.063581755415)"
527,갤러리아팰리스점,서울 송파구 올림픽로 212,스타벅스,"(37.5107067799275, 127.094231575378)"
528,아시아선수촌점,서울 송파구 백제고분로 69,스타벅스,"(37.5105318635531, 127.079041855687)"
529,뉴코아강남점,서울 서초구 잠원로 69,스타벅스,"(37.5102605018374, 127.006970780391)"
530,논현역사거리점,서울 강남구 강남대로 538,스타벅스,"(37.5102202255601, 127.022269137849)"
531,삼성도심공항점,서울 강남구 테헤란로87길 33,스타벅스,"(37.5098248337983, 127.057926776835)"
532,석촌호수점,서울 송파구 석촌호수로 262,스타벅스,"(37.5094418481496, 127.105237022741)"
533,삼성역점,서울 강남구 테헤란로 620,스타벅스,"(37.5091979690111, 127.065578760717)"
